tsne-1,tsne-2,category,defect
27.46483,18.353773,leather,good
23.770216,0.19387913,transistor,defective
-12.817803,-19.127737,capsule,good
20.946638,1.1965798,transistor,good
21.739485,-0.014513136,transistor,good
11.96793,-19.222433,toothbrush,defective
-26.594261,1.2889775,bottle,good
-10.956988,-23.01696,capsule,good
46.627567,-5.02823,wood,good
18.722034,2.4379966,transistor,good
-38.72366,20.477348,grid,good
27.237438,19.320057,leather,good
-29.209854,1.0548873,bottle,defective
-42.053764,20.21208,grid,good
4.216488,16.940891,tile,good
4.507274,-9.849548,metal_nut,good
18.221087,-20.62947,hazelnut,good
11.903119,-19.180656,toothbrush,good
51.422337,-6.6955605,wood,good
23.559816,-0.49272695,transistor,good
3.6594763,-14.376078,pill,defective
-10.6888685,31.313929,cable,defective
-5.4349074,6.245882,zipper,good
51.24808,-4.454515,wood,good
-14.854345,28.955397,cable,good
28.831085,18.711344,leather,good
-45.45981,-14.813871,screw,good
-9.567328,2.5596564,zipper,defective
20.178871,1.8629446,transistor,good
-8.766039,3.0426683,zipper,defective
-3.5535471,-46.762833,pill,good
-10.32628,4.5075254,zipper,defective
19.250608,2.116907,transistor,good
51.350258,-4.968549,wood,defective
5.0595145,-10.146061,metal_nut,good
10.463384,38.323975,carpet,good
-27.026928,0.90630174,bottle,defective
-34.89234,20.513657,grid,good
48.452587,-4.3528204,wood,good
21.610737,-21.50866,hazelnut,good
8.653394,36.19034,carpet,good
51.427307,-4.4675007,wood,good
22.34445,0.21796998,transistor,good
24.555412,-24.11045,hazelnut,good
31.847765,16.878576,leather,good
19.228003,2.3143942,transistor,good
-11.021426,-21.008404,capsule,good
-11.941564,-18.414682,capsule,good
-9.443721,-19.169426,capsule,defective
8.119207,17.227695,tile,defective
4.652561,-12.292529,metal_nut,good
-29.027964,3.702874,bottle,defective
-5.38928,1.8930398,zipper,defective
-10.493641,30.289167,cable,good
-40.83279,-15.479253,screw,good
8.28611,16.58947,tile,good
-37.67315,20.99063,grid,good
-37.62775,-17.556707,screw,defective
36.250523,17.285732,leather,defective
2.8136947,-10.02632,metal_nut,good
-1.8045624,-46.140415,pill,defective
5.723067,14.761071,tile,defective
26.769573,-24.810715,hazelnut,good
-11.160705,30.937328,cable,good
-7.870637,7.456868,zipper,good
-38.592773,18.869835,grid,good
51.945534,-4.848635,wood,defective
-14.159469,-17.449242,capsule,good
8.008692,-14.721026,metal_nut,defective
2.8595748,-40.99953,pill,defective
-40.3037,-19.412004,screw,defective
6.998451,-14.039512,metal_nut,defective
-41.741875,-14.938156,screw,good
-10.57713,3.5704684,zipper,defective
10.095295,37.17968,carpet,good
7.790393,-11.696973,metal_nut,good
29.061777,18.092945,leather,good
18.123962,1.6628442,transistor,good
-42.516544,-16.915709,screw,defective
9.521411,36.177814,carpet,good
-44.499264,-15.014321,screw,good
5.658537,-12.776804,metal_nut,defective
50.54743,-7.136022,wood,good
-26.313765,1.0901786,bottle,good
-7.158853,5.8734436,zipper,good
-3.653476,-43.77339,pill,defective
22.177715,-22.793592,hazelnut,good
22.582567,0.72370595,transistor,good
-13.529947,33.045662,cable,good
-39.760582,20.006868,grid,good
31.722408,18.18445,leather,good
33.32794,17.920168,leather,defective
-26.769386,2.4264164,bottle,good
51.531193,-4.670488,wood,good
-42.237087,19.938305,grid,good
-40.751152,19.72452,grid,good
-7.4938855,4.9982276,zipper,defective
-1.9270725,-44.749855,pill,good
12.499325,41.062073,carpet,good
27.964228,18.252615,leather,good
-40.600536,18.370863,grid,good
-11.743596,30.70385,cable,good
-40.17011,19.402342,grid,good
27.465038,17.956154,leather,good
-4.7874975,3.8601775,zipper,good
-10.231862,-22.299381,capsule,good
-9.027673,6.5152607,zipper,good
50.969753,-5.952429,wood,defective
-12.871119,29.826029,cable,defective
18.70112,3.2776477,transistor,good
-2.193072,-45.408844,pill,defective
8.666025,16.059925,tile,defective
-9.453607,6.722436,zipper,defective
-40.47476,-19.381449,screw,defective
-41.266235,-18.281315,screw,good
-0.5369621,-40.894596,pill,defective
-39.65591,20.826818,grid,good
-38.437828,19.579786,grid,good
-27.91873,1.3675834,bottle,good
0.8590541,-41.76139,pill,good
5.2068896,17.539604,tile,good
-0.4233339,-42.127666,pill,good
-45.10773,-14.623025,screw,good
32.740746,16.913355,leather,good
24.705917,-24.356525,hazelnut,good
1.02683,-41.232933,pill,good
-34.92936,21.309942,grid,defective
-35.68281,-18.794355,screw,good
-25.765285,-0.959065,bottle,good
-40.4315,-14.917446,screw,good
10.022092,-17.356632,toothbrush,defective
18.352858,2.0352678,transistor,good
26.732521,19.200441,leather,good
-39.75236,20.09484,grid,good
-39.3176,17.948881,grid,good
22.622623,-22.408512,hazelnut,defective
21.649899,-26.100931,hazelnut,good
1.0875657,-41.21575,pill,good
18.762411,-22.264116,hazelnut,good
18.806421,-21.95835,hazelnut,good
18.39465,2.0522285,transistor,good
-39.554478,19.896502,grid,defective
-42.06336,-17.16033,screw,good
-45.913692,-14.751543,screw,good
-1.924345,-44.72817,pill,good
-2.7569556,-46.205456,pill,good
21.28686,-25.081715,hazelnut,good
-11.387554,31.968973,cable,good
21.005716,-22.279549,hazelnut,defective
-5.377761,4.568344,zipper,good
23.608133,0.21491519,transistor,defective
0.75971305,-41.09038,pill,good
5.5887866,14.758807,tile,defective
4.342346,-9.951877,metal_nut,good
9.456392,36.72174,carpet,good
52.23647,-5.3968782,wood,good
-4.3610487,-46.084347,pill,good
28.59306,18.948257,leather,good
7.725886,35.5553,carpet,good
-8.7841015,6.2587996,zipper,good
-12.111721,-19.937426,capsule,good
-4.1569633,-45.689163,pill,good
11.363014,-18.772596,toothbrush,defective
4.0657215,-10.679906,metal_nut,good
29.36826,18.926008,leather,good
21.592241,0.46861917,transistor,defective
25.575872,-23.127634,hazelnut,good
-38.80146,-19.973305,screw,good
-1.7222251,-42.91582,pill,defective
-10.691762,34.608475,cable,good
-42.662613,-17.635649,screw,good
-36.092793,19.220865,grid,good
8.158892,17.343834,tile,good
3.668183,-14.377407,pill,defective
-27.532307,0.60522276,bottle,good
-14.134479,33.04585,cable,good
-9.041484,2.885494,zipper,good
-10.798682,33.292057,cable,good
-28.416538,1.7652944,bottle,good
-27.974972,2.7535942,bottle,good
-6.9560633,3.9692752,zipper,good
18.082684,-21.16599,hazelnut,good
22.801796,0.5306089,transistor,good
-11.000131,-18.330055,capsule,good
-37.534626,-16.519163,screw,defective
34.23485,18.046844,leather,good
-6.209149,4.9399147,zipper,good
6.0368986,33.57214,carpet,good
29.617266,18.168179,leather,good
-42.20276,-15.14001,screw,good
6.8301845,34.398216,carpet,good
-7.489761,1.482844,zipper,good
0.3265493,-39.939453,pill,good
-10.898658,34.22019,cable,defective
11.55075,40.808,carpet,good
3.8597648,16.189924,tile,defective
-13.838974,33.48015,cable,good
2.6263888,-10.478502,metal_nut,good
4.5188184,-10.988707,metal_nut,good
-0.034689255,-40.782024,pill,good
0.747357,-42.32205,pill,defective
21.171356,-20.473646,hazelnut,defective
-25.90598,1.8755423,bottle,good
23.300665,-0.3894658,transistor,good
-1.608529,-45.74617,pill,good
49.657097,-6.6183915,wood,good
2.5958815,-9.791655,metal_nut,good
-15.251723,-19.393179,capsule,defective
30.124628,18.32083,leather,good
21.788551,-25.102455,hazelnut,good
8.412873,17.202267,tile,good
-8.745253,2.8384879,zipper,defective
49.820225,-4.419451,wood,good
-5.089131,1.9744407,zipper,good
12.214023,38.017693,carpet,defective
-27.97202,4.0848384,bottle,defective
-40.407253,-15.964931,screw,good
36.305717,16.994137,leather,defective
-5.342823,6.7019243,zipper,good
47.342125,-4.7093215,wood,defective
-13.912585,30.442411,cable,good
9.504025,35.4354,carpet,good
23.349604,-21.91563,hazelnut,good
8.051303,16.20842,tile,good
5.7665415,-12.907068,metal_nut,defective
6.3561463,-11.953654,metal_nut,defective
-0.33069164,-40.630028,pill,good
-15.895114,-20.3315,capsule,good
8.268409,-13.059825,metal_nut,good
11.935381,-19.20336,toothbrush,good
23.098286,-24.704994,hazelnut,good
5.624888,-11.7898,metal_nut,defective
-39.633923,-18.632956,screw,defective
25.06939,-21.783134,hazelnut,good
20.317507,-20.555687,hazelnut,good
10.219668,38.424328,carpet,good
50.816647,-4.3313494,wood,good
26.29822,-25.654583,hazelnut,good
-9.911428,-20.566849,capsule,defective
-41.409935,18.914675,grid,good
-7.48568,5.9924946,zipper,good
-45.733833,-14.301821,screw,good
9.063136,37.40287,carpet,good
8.0924635,-13.002004,metal_nut,good
-12.098402,-19.134445,capsule,good
-37.41963,20.764437,grid,good
20.049162,1.8145273,transistor,good
-4.474617,-46.259983,pill,good
-38.023445,-19.257812,screw,good
-4.894471,4.742116,zipper,good
-42.859913,18.965517,grid,good
-43.125446,18.956219,grid,good
-14.065876,29.725836,cable,good
-7.7486153,3.636434,zipper,good
27.40697,18.647928,leather,good
50.021236,-6.1236854,wood,good
-3.768893,-44.343403,pill,defective
30.824787,18.272253,leather,good
8.729678,17.125582,tile,good
22.29098,-23.082144,hazelnut,good
-28.24814,2.0647168,bottle,good
-14.291653,-20.15224,capsule,good
-12.037445,29.640903,cable,defective
-13.384323,33.02803,cable,good
50.880276,-4.37099,wood,good
-6.9768753,4.68938,zipper,defective
-10.002049,-20.488636,capsule,defective
-15.487391,32.43655,cable,good
-1.0859262,-43.648853,pill,defective
4.736285,18.181433,tile,good
-28.703587,3.3625672,bottle,good
8.274347,35.200806,carpet,good
22.097858,-0.07898772,transistor,good
-41.51842,-15.299305,screw,good
-28.022104,0.1444785,bottle,good
-42.496014,-14.850864,screw,good
-12.6463585,32.106255,cable,good
-27.781803,1.0062311,bottle,good
13.748937,41.28725,carpet,good
36.870136,17.521448,leather,defective
-35.11019,21.38791,grid,good
52.09798,-6.083637,wood,good
19.665993,-20.529842,hazelnut,good
20.662273,1.3940178,transistor,good
19.214897,1.7007682,transistor,good
5.751729,-11.077458,metal_nut,good
47.87909,-4.60456,wood,good
-4.5236726,6.029511,zipper,good
22.079895,0.5859126,transistor,good
-3.3060815,-45.307076,pill,good
18.54084,2.829581,transistor,good
25.493853,-26.909355,hazelnut,good
-7.923294,4.251557,zipper,good
-5.5630054,5.1774726,zipper,good
-40.056297,-18.573975,screw,defective
27.42967,19.342192,leather,good
-42.024296,-19.165127,screw,good
-42.81429,19.146065,grid,good
-26.050457,-1.9557226,bottle,good
-36.108356,19.307024,grid,good
28.008211,19.344423,leather,good
11.095075,38.38108,carpet,good
-5.542817,2.4680722,zipper,defective
-10.684509,4.3225403,zipper,defective
-3.0792286,-45.711704,pill,good
-28.22107,2.5310304,bottle,good
3.9476912,15.71759,tile,defective
-12.222589,33.397083,cable,good
-11.259233,-21.580343,capsule,good
-13.877818,29.378433,cable,good
0.88751435,-40.43433,pill,good
23.958107,-21.937471,hazelnut,good
5.904237,33.66654,carpet,good
7.7178345,35.635296,carpet,good
8.179706,-14.954073,metal_nut,defective
31.356312,18.330236,leather,good
26.68525,-25.39634,hazelnut,defective
-37.706608,21.177994,grid,good
51.910614,-5.4301524,wood,good
-27.45238,-0.18808466,bottle,defective
-11.71719,-18.794024,capsule,good
34.16092,16.86349,leather,defective
-11.306217,-21.321907,capsule,defective
-45.48233,-14.728182,screw,good
31.990492,17.080187,leather,good
-41.51002,-17.888342,screw,defective
26.875217,-25.226002,hazelnut,good
-34.99146,20.25282,grid,good
25.219326,-22.566483,hazelnut,defective
25.173903,-23.023037,hazelnut,good
31.22944,17.807966,leather,defective
46.791504,-3.8850865,wood,good
-27.084692,-0.8526967,bottle,good
11.350602,-18.788433,toothbrush,defective
27.580471,18.195368,leather,good
8.241178,16.337826,tile,good
11.863086,40.812702,carpet,good
-15.20402,-20.555119,capsule,defective
-45.014412,-14.775688,screw,good
25.175917,-24.408596,hazelnut,good
-38.182655,-17.904324,screw,defective
-4.791415,5.153937,zipper,good
-12.3930025,-19.298086,capsule,good
-13.566014,-21.2011,capsule,defective
51.064102,-6.135237,wood,good
48.648373,-5.254041,wood,good
-9.93774,-21.746845,capsule,good
18.7219,2.1087348,transistor,good
46.699852,-4.2177157,wood,defective
23.297733,-23.682417,hazelnut,defective
-14.840493,29.409374,cable,defective
-42.719845,-16.309958,screw,good
-38.223118,20.993797,grid,good
-4.2260118,-46.22806,pill,good
7.379497,34.2352,carpet,good
-10.68843,-20.126347,capsule,good
5.653388,16.483051,tile,defective
-2.2354796,-45.859097,pill,defective
6.839097,33.380554,carpet,defective
-13.946182,-22.321571,capsule,good
6.5523486,33.817257,carpet,good
-41.17536,-15.118701,screw,good
6.500038,-10.97174,metal_nut,defective
20.770285,-22.836956,hazelnut,defective
3.0828269,-40.286655,pill,good
13.705321,41.27945,carpet,good
-1.5376627,-44.144657,pill,defective
-25.280703,0.4640635,bottle,defective
-45.68675,-15.168033,screw,good
4.9389763,16.136318,tile,good
-12.914645,31.998638,cable,good
34.38486,16.699282,leather,defective
20.777977,-22.168814,hazelnut,defective
